,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
9281,Standard Class,Consumer,Virginia,South,Office Supplies,Appliances,4.21803603456465,5,0.0,P
9282,Standard Class,Consumer,Florida,South,Office Supplies,Paper,4.279772400635125,4,0.2,P
9283,Second Class,Consumer,Colorado,West,Office Supplies,Labels,2.459246903007423,2,0.2,P
9284,Standard Class,Corporate,Wisconsin,Central,Furniture,Chairs,5.973656928458017,3,0.0,P
9285,First Class,Consumer,North Carolina,South,Furniture,Furnishings,2.900102042538741,1,0.2,P
9286,Standard Class,Home Office,Texas,Central,Office Supplies,Binders,1.9297807671254297,3,0.8,L
9287,Standard Class,Home Office,Texas,Central,Furniture,Tables,6.125744097292828,3,0.3,L
9288,First Class,Consumer,Pennsylvania,East,Furniture,Chairs,6.984082786144657,6,0.3,L
9289,Second Class,Home Office,California,West,Office Supplies,Paper,3.8899818745512658,1,0.0,P
9290,First Class,Consumer,Delaware,East,Office Supplies,Art,2.286455711064162,3,0.0,P
9291,First Class,Consumer,Delaware,East,Office Supplies,Binders,3.5409593240373143,3,0.0,P
9292,Same Day,Corporate,Texas,Central,Office Supplies,Binders,-0.5869869847315546,1,0.8,L
9293,Second Class,Consumer,Maryland,East,Office Supplies,Binders,3.7796338173824005,6,0.0,P
9294,Standard Class,Corporate,Ohio,East,Office Supplies,Paper,2.629872420038186,3,0.2,P
9295,Standard Class,Corporate,Ohio,East,Furniture,Bookcases,4.753245304053455,4,0.5,L
9296,Second Class,Corporate,Texas,Central,Technology,Accessories,3.7238604230091816,2,0.2,P
9297,Second Class,Corporate,Texas,Central,Technology,Phones,5.500310823139456,4,0.2,P
9298,Second Class,Corporate,Texas,Central,Office Supplies,Art,4.308810572342622,3,0.2,P
9299,Second Class,Corporate,Texas,Central,Office Supplies,Binders,1.461401833606696,2,0.8,L
9300,Second Class,Corporate,Texas,Central,Furniture,Chairs,4.037527266665283,1,0.3,L
9301,Second Class,Corporate,Texas,Central,Technology,Phones,4.584640894735599,2,0.2,P
9302,Second Class,Corporate,Texas,Central,Office Supplies,Art,2.063312159749952,3,0.2,P
9303,Second Class,Corporate,Texas,Central,Office Supplies,Paper,2.7441892477180834,3,0.2,P
9304,Second Class,Corporate,Texas,Central,Office Supplies,Binders,0.3893357261782807,1,0.8,L
9305,Standard Class,Home Office,New Mexico,West,Office Supplies,Art,2.128231705849268,5,0.0,P
9306,Standard Class,Consumer,California,West,Office Supplies,Art,1.8809906029559975,2,0.0,P
9307,Standard Class,Consumer,California,West,Office Supplies,Art,2.700018029404946,2,0.0,P
9308,Standard Class,Consumer,California,West,Technology,Accessories,3.8172726688823353,4,0.0,P
9309,Standard Class,Consumer,California,West,Office Supplies,Art,3.2363227384719213,6,0.0,P
9310,Standard Class,Corporate,New York,East,Office Supplies,Binders,4.9883078822121645,8,0.2,P
9311,Standard Class,Consumer,Texas,Central,Office Supplies,Labels,1.5949332262312186,2,0.2,P
9312,Standard Class,Consumer,Texas,Central,Office Supplies,Art,4.150850911662408,4,0.2,P
9313,Same Day,Corporate,Michigan,Central,Office Supplies,Storage,6.036246689879875,7,0.0,P
9314,Same Day,Corporate,Michigan,Central,Office Supplies,Appliances,4.819135748116508,2,0.1,P
9315,Standard Class,Consumer,Pennsylvania,East,Technology,Phones,4.777289880297449,3,0.4,L
9316,Standard Class,Consumer,Pennsylvania,East,Office Supplies,Supplies,6.645330212666251,4,0.2,L
9317,Standard Class,Consumer,Texas,Central,Technology,Accessories,3.869199008237218,1,0.2,L
9318,Standard Class,Corporate,New York,East,Office Supplies,Paper,2.5922651681085,2,0.0,P
9319,Standard Class,Corporate,New York,East,Furniture,Chairs,5.098426367043977,2,0.1,P
9320,Standard Class,Corporate,New York,East,Furniture,Furnishings,5.214500880454926,4,0.0,P
9321,Standard Class,Consumer,Texas,Central,Furniture,Furnishings,2.431505873060885,3,0.6,L
9322,Standard Class,Consumer,Texas,Central,Furniture,Furnishings,4.191350273497173,4,0.6,L
9323,Standard Class,Consumer,California,West,Office Supplies,Paper,5.352047688969004,8,0.0,P
9324,Standard Class,Consumer,California,West,Furniture,Chairs,6.388252114022459,2,0.2,P
9325,Standard Class,Consumer,California,West,Office Supplies,Binders,4.289911345766076,3,0.2,P
9326,First Class,Consumer,Washington,West,Furniture,Furnishings,4.3939552055391555,4,0.0,P
9327,First Class,Consumer,Washington,West,Technology,Phones,6.121861031037017,2,0.2,P
9328,First Class,Consumer,Washington,West,Office Supplies,Art,3.2573270112424533,1,0.0,P
9329,First Class,Consumer,California,West,Office Supplies,Appliances,3.8128654338949275,4,0.0,P
9330,Standard Class,Consumer,New York,East,Office Supplies,Envelopes,2.7447035187502458,2,0.0,P
9331,Standard Class,Corporate,Oregon,West,Technology,Phones,6.756001723754601,3,0.2,P
9332,Second Class,Consumer,Kentucky,South,Office Supplies,Appliances,5.276480671938862,4,0.0,P
9333,Second Class,Consumer,Kentucky,South,Office Supplies,Fasteners,2.653241964607215,4,0.0,P
9334,First Class,Consumer,Florida,South,Furniture,Bookcases,5.7505133771438075,3,0.2,L
9335,First Class,Consumer,Florida,South,Office Supplies,Labels,1.52779392339359,2,0.2,P
9336,Standard Class,Corporate,California,West,Office Supplies,Fasteners,2.884800712846709,5,0.0,P
9337,Second Class,Corporate,California,West,Office Supplies,Binders,1.0959420601122307,1,0.2,P
9338,Second Class,Corporate,California,West,Office Supplies,Binders,2.99892716445051,6,0.2,P
9339,Second Class,Corporate,California,West,Office Supplies,Paper,4.988594163219376,3,0.0,P
9340,Second Class,Corporate,California,West,Office Supplies,Labels,2.9311937524164198,5,0.0,P
9341,Second Class,Corporate,California,West,Technology,Phones,4.767084933004384,3,0.2,P
9342,Standard Class,Home Office,California,West,Office Supplies,Binders,3.935426983207162,7,0.2,P
9343,First Class,Home Office,Ohio,East,Furniture,Tables,6.12242701787648,5,0.4,L
9344,First Class,Home Office,Ohio,East,Office Supplies,Binders,1.743094297246774,5,0.7,L
9345,First Class,Home Office,Ohio,East,Technology,Phones,4.053418395609455,1,0.4,L
9346,First Class,Home Office,Ohio,East,Furniture,Furnishings,3.4059858983939524,2,0.2,P
9347,First Class,Home Office,Ohio,East,Furniture,Chairs,6.801761229350703,5,0.3,L
9348,Standard Class,Consumer,California,West,Furniture,Furnishings,6.736634755735079,8,0.0,P
9349,Standard Class,Consumer,California,West,Furniture,Furnishings,3.7367167835280966,2,0.0,P
9350,Standard Class,Corporate,Washington,West,Office Supplies,Binders,2.581428216778622,4,0.2,P
9351,Standard Class,Corporate,Washington,West,Furniture,Chairs,5.2190143852095,3,0.2,L
9352,First Class,Consumer,Illinois,Central,Furniture,Chairs,6.254720721397936,2,0.3,L
9353,First Class,Consumer,Illinois,Central,Office Supplies,Paper,2.4357164055972285,3,0.2,P
9354,Standard Class,Home Office,Michigan,Central,Office Supplies,Paper,2.967332799032293,3,0.0,P
9355,Standard Class,Home Office,Michigan,Central,Office Supplies,Art,1.2919836816486494,2,0.0,P
9356,Standard Class,Home Office,Michigan,Central,Office Supplies,Paper,2.919930560137709,2,0.0,P
9357,Second Class,Corporate,New York,East,Office Supplies,Binders,3.7639869266007415,5,0.2,P
9358,Second Class,Corporate,New York,East,Furniture,Tables,5.748507243435709,3,0.4,L
9359,Second Class,Corporate,New York,East,Furniture,Furnishings,3.8282065193350356,1,0.0,P
9360,Second Class,Corporate,New York,East,Office Supplies,Storage,6.0607107198447965,7,0.0,L
9361,Standard Class,Home Office,Washington,West,Office Supplies,Binders,3.420215387497917,6,0.2,P
9362,Standard Class,Home Office,Washington,West,Office Supplies,Fasteners,2.5664866367804233,7,0.0,P
9363,Standard Class,Home Office,Washington,West,Furniture,Furnishings,3.0973859272804907,3,0.0,P
9364,Standard Class,Home Office,Washington,West,Office Supplies,Storage,5.8842133563610055,4,0.0,P
9365,First Class,Consumer,Missouri,Central,Office Supplies,Paper,2.4475508632442313,2,0.0,P
9366,Standard Class,Consumer,New York,East,Office Supplies,Binders,4.226541731833486,2,0.2,P
9367,Standard Class,Consumer,New York,East,Office Supplies,Storage,7.424690202912305,6,0.0,P
9368,First Class,Corporate,New Jersey,East,Office Supplies,Paper,3.636005964506868,2,0.0,P
9369,Second Class,Corporate,Maryland,East,Furniture,Chairs,5.609361899036709,3,0.0,P
9370,First Class,Corporate,Ohio,East,Furniture,Furnishings,3.727330640488189,4,0.2,L
9371,First Class,Corporate,Ohio,East,Furniture,Chairs,5.759084722440856,3,0.3,L
9372,First Class,Corporate,Ohio,East,Office Supplies,Fasteners,2.0844290831908747,5,0.2,P
9373,Standard Class,Consumer,California,West,Technology,Phones,6.040121369054401,7,0.2,P
9374,Standard Class,Corporate,Washington,West,Office Supplies,Supplies,4.1170840491915905,6,0.0,P
9375,Second Class,Consumer,California,West,Technology,Accessories,3.912023005428146,2,0.0,P
9376,Standard Class,Consumer,New Jersey,East,Technology,Accessories,3.459466289786131,3,0.0,P
9377,Standard Class,Corporate,Wisconsin,Central,Office Supplies,Storage,3.4830845411343394,2,0.0,P
9378,Standard Class,Consumer,Illinois,Central,Office Supplies,Envelopes,1.9561433253353424,2,0.2,P
9379,Second Class,Consumer,Florida,South,Office Supplies,Paper,3.8183275213008225,3,0.2,P
9380,Second Class,Consumer,Florida,South,Furniture,Chairs,4.171058659289805,1,0.2,P
9381,Second Class,Consumer,Florida,South,Office Supplies,Storage,6.050374758986702,2,0.2,L
9382,Second Class,Consumer,Florida,South,Office Supplies,Art,0.29565024210095786,1,0.2,P
9383,Second Class,Consumer,Florida,South,Office Supplies,Storage,4.4298639640880415,5,0.2,L
9384,Standard Class,Home Office,New York,East,Office Supplies,Paper,3.255014871484074,4,0.0,P
9385,Standard Class,Consumer,Arizona,West,Furniture,Furnishings,4.792280259513843,8,0.2,P
9386,Standard Class,Consumer,Vermont,East,Office Supplies,Paper,4.381026134340298,4,0.0,P
9387,Standard Class,Consumer,Vermont,East,Office Supplies,Paper,2.5079719227189963,1,0.0,P
9388,Standard Class,Consumer,Vermont,East,Office Supplies,Appliances,6.296998816591097,3,0.0,P
9389,Standard Class,Consumer,Vermont,East,Office Supplies,Envelopes,0.712949807856125,1,0.0,P
9390,Standard Class,Home Office,Texas,Central,Office Supplies,Storage,5.4333725975409015,5,0.2,P
9391,First Class,Corporate,Illinois,Central,Technology,Phones,2.0784410413462524,1,0.2,P
9392,Same Day,Corporate,Colorado,West,Furniture,Chairs,6.367047600734225,8,0.2,L
9393,First Class,Consumer,New York,East,Technology,Phones,6.445640451156639,5,0.0,P
9394,First Class,Consumer,New York,East,Furniture,Chairs,6.448544397933646,2,0.1,P
9395,First Class,Consumer,New York,East,Furniture,Bookcases,6.686569809374089,2,0.2,L
9396,First Class,Consumer,New York,East,Office Supplies,Labels,4.319885238136032,6,0.0,P
9397,First Class,Consumer,New York,East,Office Supplies,Appliances,3.4333418349887226,1,0.0,P
9398,First Class,Consumer,New York,East,Technology,Phones,7.207793202543487,9,0.0,P
9399,Standard Class,Consumer,Illinois,Central,Office Supplies,Art,2.6470254992644353,6,0.2,P
9400,Standard Class,Consumer,Virginia,South,Office Supplies,Envelopes,3.4378506993101907,4,0.0,P
9401,Standard Class,Consumer,Arizona,West,Furniture,Furnishings,1.4520821016578938,2,0.2,P
9402,Second Class,Consumer,New York,East,Furniture,Tables,5.343042135327545,2,0.4,L
9403,Second Class,Consumer,New York,East,Office Supplies,Storage,7.372130598969021,6,0.0,P
9404,Standard Class,Corporate,Pennsylvania,East,Office Supplies,Fasteners,2.0693912058263346,5,0.2,P
9405,First Class,Home Office,Illinois,Central,Technology,Machines,6.354213506807414,2,0.3,P
9406,First Class,Home Office,Illinois,Central,Office Supplies,Paper,2.1339297269639057,2,0.2,P
9407,Second Class,Consumer,New York,East,Technology,Accessories,6.976348070447749,9,0.0,P
9408,Second Class,Consumer,New York,East,Furniture,Furnishings,2.4907230351094403,1,0.0,P
9409,First Class,Consumer,Pennsylvania,East,Office Supplies,Binders,1.1857069955190436,1,0.7,L
9410,First Class,Consumer,Pennsylvania,East,Furniture,Furnishings,4.4764273100953655,5,0.2,P
9411,Second Class,Corporate,Arizona,West,Office Supplies,Storage,4.65106091275318,1,0.2,P
9412,First Class,Consumer,California,West,Furniture,Chairs,7.9387737170770025,5,0.2,L
9413,First Class,Corporate,Texas,Central,Office Supplies,Binders,1.9192727895270145,2,0.8,L
9414,Standard Class,Consumer,Washington,West,Technology,Phones,5.519795531876513,2,0.2,P
9415,Standard Class,Consumer,Washington,West,Office Supplies,Paper,2.88703285663065,3,0.0,P
9416,Standard Class,Consumer,Washington,West,Furniture,Furnishings,2.3135250330323798,3,0.0,P
9417,Standard Class,Home Office,North Carolina,South,Office Supplies,Paper,2.3387241396099188,2,0.2,P
9418,Standard Class,Home Office,North Carolina,South,Office Supplies,Paper,2.4808986283904613,3,0.2,P
9419,Second Class,Corporate,Texas,Central,Office Supplies,Appliances,2.7228731299938485,2,0.8,L
9420,Second Class,Corporate,Texas,Central,Office Supplies,Appliances,3.090314916039939,6,0.8,L
9421,Standard Class,Corporate,California,West,Technology,Phones,6.4048184566363835,6,0.2,P
9422,Standard Class,Corporate,California,West,Office Supplies,Supplies,3.7062280924485496,5,0.0,P
9423,Standard Class,Corporate,California,West,Technology,Phones,5.711671276076438,3,0.2,P
9424,Standard Class,Corporate,California,West,Technology,Accessories,3.8066624897703196,3,0.0,P
9425,Second Class,Consumer,New York,East,Furniture,Chairs,8.23887830952734,6,0.1,P
9426,Standard Class,Consumer,Washington,West,Office Supplies,Art,3.5667118201397288,5,0.0,P
9427,Standard Class,Corporate,New York,East,Furniture,Furnishings,5.297817241506355,5,0.0,P
9428,Standard Class,Corporate,Texas,Central,Furniture,Chairs,7.100818932307994,8,0.3,L
9429,Standard Class,Corporate,Texas,Central,Technology,Phones,7.003029094488925,5,0.2,P
9430,Standard Class,Corporate,Texas,Central,Furniture,Tables,4.639388020974266,1,0.3,L
9431,Same Day,Home Office,Pennsylvania,East,Office Supplies,Labels,1.7756300872981714,2,0.2,P
9432,Standard Class,Consumer,Arizona,West,Technology,Accessories,3.403860499081639,2,0.2,L
9433,Standard Class,Consumer,Arizona,West,Office Supplies,Paper,3.591487108105287,7,0.2,P
9434,Standard Class,Consumer,Arizona,West,Office Supplies,Art,2.3294217469476055,3,0.2,P
9435,Standard Class,Consumer,Arizona,West,Technology,Accessories,5.532598662272703,4,0.2,L
9436,Same Day,Consumer,Pennsylvania,East,Office Supplies,Binders,1.0804483180404385,2,0.7,L
9437,Standard Class,Consumer,California,West,Office Supplies,Paper,2.561867690924129,2,0.0,P
9438,Standard Class,Consumer,Pennsylvania,East,Technology,Phones,5.654508193320962,4,0.4,L
9439,Standard Class,Corporate,Illinois,Central,Office Supplies,Supplies,3.1018924693823817,2,0.2,P
9440,Standard Class,Consumer,New York,East,Office Supplies,Paper,2.6823904543216326,2,0.0,P
9441,Second Class,Consumer,Ohio,East,Office Supplies,Appliances,3.878673025746592,5,0.2,P
9442,Standard Class,Home Office,Florida,South,Office Supplies,Art,2.7884620713960713,2,0.2,P
9443,Standard Class,Home Office,Florida,South,Technology,Phones,5.3899115597090335,2,0.2,P
9444,First Class,Corporate,Texas,Central,Technology,Phones,4.562680134367139,4,0.2,P
9445,Standard Class,Consumer,Indiana,Central,Office Supplies,Labels,2.516889695641051,3,0.0,P
9446,Standard Class,Consumer,Indiana,Central,Office Supplies,Paper,3.5801800371905954,6,0.0,P
9447,Standard Class,Consumer,Oklahoma,Central,Furniture,Furnishings,6.168145224011851,5,0.0,P
9448,Standard Class,Home Office,Washington,West,Office Supplies,Labels,2.511223958105374,4,0.0,P
9449,Standard Class,Consumer,California,West,Office Supplies,Binders,2.152692003419429,2,0.2,P
9450,Standard Class,Home Office,Washington,West,Office Supplies,Storage,4.914564825345522,9,0.0,P
9451,Standard Class,Corporate,California,West,Office Supplies,Appliances,5.226552800318726,3,0.0,P
9452,Standard Class,Corporate,California,West,Office Supplies,Binders,4.404179439315015,6,0.2,P
9453,Standard Class,Corporate,California,West,Office Supplies,Supplies,3.8541820057382963,3,0.0,P
9454,Standard Class,Corporate,California,West,Technology,Phones,3.6050629680208255,2,0.2,L
9455,Second Class,Home Office,Tennessee,South,Technology,Machines,4.516065710905271,1,0.5,L
9456,Standard Class,Corporate,North Carolina,South,Technology,Accessories,3.302922812393815,3,0.2,P
9457,Standard Class,Corporate,North Carolina,South,Office Supplies,Binders,2.4898941912990393,5,0.7,L
9458,Standard Class,Consumer,California,West,Office Supplies,Art,4.973971309724664,3,0.0,P
9459,Standard Class,Consumer,California,West,Technology,Phones,2.772088597198099,1,0.2,L
9460,Second Class,Home Office,New York,East,Office Supplies,Paper,3.53921867955953,3,0.0,P
9461,Standard Class,Home Office,California,West,Technology,Phones,5.773159272434022,6,0.2,P
9462,Second Class,Corporate,Kentucky,South,Furniture,Chairs,6.553876422345406,2,0.0,P
9463,First Class,Consumer,Ohio,East,Office Supplies,Art,2.9681555057837565,4,0.2,P
9464,Standard Class,Consumer,Delaware,East,Office Supplies,Labels,2.8495497633759097,6,0.0,P
9465,Standard Class,Corporate,Washington,West,Furniture,Furnishings,3.464485120898074,2,0.0,P
9466,Second Class,Consumer,New York,East,Office Supplies,Binders,5.104052774784203,6,0.2,P
9467,Second Class,Consumer,New York,East,Furniture,Tables,5.1149953094204985,2,0.4,L
9468,Second Class,Consumer,New York,East,Office Supplies,Paper,2.561867690924129,2,0.0,P
9469,Second Class,Consumer,New York,East,Office Supplies,Paper,4.7091697760065765,2,0.0,P
9470,Second Class,Consumer,New York,East,Technology,Phones,4.604970165985424,2,0.0,P
9471,Second Class,Consumer,New York,East,Office Supplies,Binders,2.4357164055972285,1,0.2,P
9472,Second Class,Consumer,New York,East,Furniture,Chairs,4.852998544984166,2,0.1,P
